category,urgency,distance_km,is_remote,road_type,weather,traffic_level,time_of_day,order_weight_kg,past_delay_count,vehicle_capacity_load_pct,customer_priority_flag,priority_score,eta_minutes,delayed
clothing,normal,3.32,0,unpaved,fog,4,evening,3.36,0,53,0,18.9,18.5,1
groceries,normal,6.2,1,unpaved,clear,1,evening,2.97,1,36,0,32.5,20.8,0
medicine,high,1.13,1,mixed,clear,1,night,11.24,3,40,1,88.3,5.3,0
groceries,normal,37.47,1,mixed,clear,2,morning,4.84,2,74,0,42.1,107.6,0
groceries,high,12.78,1,unpaved,clear,2,afternoon,1.92,1,21,0,53.5,54.8,1
groceries,low,46.51,1,unpaved,rain,1,night,13.37,3,36,1,26.9,186.4,1
clothing,low,17.66,0,paved,clear,4,afternoon,7.05,3,63,0,5.1,47.1,0
groceries,normal,16.2,0,paved,clear,4,afternoon,2.63,2,97,0,27.7,37.5,0
groceries,normal,5.64,0,paved,fog,2,afternoon,1.07,2,81,0,21.2,20.3,0
electronics,emergency,4.91,0,paved,rain,5,afternoon,3.33,2,95,0,47.4,13.6,0
agricultural_supplies,high,1.09,0,paved,storm,3,evening,6.37,0,59,0,41.3,5.0,0
agricultural_supplies,low,13.41,0,paved,rain,2,morning,2.98,0,62,1,20.5,35.0,0
documents,emergency,23.91,0,paved,clear,5,night,4.17,1,64,0,57.7,58.7,0
electronics,high,8.06,0,paved,clear,1,evening,4.96,1,44,0,34.0,8.1,0
clothing,normal,28.6,1,unpaved,clear,5,morning,1.56,1,37,0,28.4,135.1,1
medicine,high,20.02,0,paved,clear,4,afternoon,0.5,1,72,0,73.9,56.0,0
groceries,normal,28.56,0,paved,rain,5,evening,0.76,1,83,0,16.0,102.8,0
medicine,high,16.51,1,mixed,fog,3,night,2.93,2,50,0,83.8,75.8,0
medicine,low,11.78,1,mixed,clear,5,evening,4.54,1,68,0,55.2,49.1,0
groceries,low,6.04,1,paved,clear,3,night,6.83,5,81,0,19.6,12.8,0
groceries,normal,2.15,1,unpaved,clear,4,morning,7.4,0,42,0,33.4,10.0,1
documents,normal,5.01,1,mixed,clear,1,evening,2.8,4,77,0,41.3,19.2,0
groceries,low,21.11,0,paved,rain,2,afternoon,4.44,0,56,0,7.5,57.0,0
medicine,emergency,3.83,1,mixed,clear,4,morning,2.53,0,93,0,99.4,17.6,0
groceries,low,14.8,0,unpaved,clear,3,morning,1.42,1,60,0,0.1,60.3,0
agricultural_supplies,low,13.83,1,paved,fog,2,morning,4.41,1,75,0,25.4,48.8,1
electronics,low,7.61,0,unpaved,rain,4,night,16.24,0,69,0,0.0,38.5,0
electronics,low,7.64,0,paved,clear,3,morning,1.24,0,35,0,10.0,11.8,0
medicine,normal,2.24,0,mixed,fog,2,morning,2.24,0,48,0,66.5,5.0,0
clothing,low,6.65,1,paved,rain,3,afternoon,5.93,0,76,0,14.8,27.8,0
documents,emergency,9.39,1,paved,fog,1,afternoon,2.19,0,22,0,62.8,27.7,0
groceries,normal,9.67,1,mixed,clear,1,afternoon,3.9,2,63,0,28.1,29.1,0
medicine,normal,5.28,0,paved,storm,3,night,6.34,2,71,0,56.1,20.8,0
groceries,high,5.63,0,paved,fog,4,night,2.69,0,46,0,43.2,14.6,1
electronics,low,7.59,1,unpaved,rain,2,night,1.89,2,32,0,12.3,36.7,1
clothing,low,30.13,1,unpaved,clear,1,afternoon,5.51,0,37,0,12.0,97.8,0
groceries,low,30.56,0,mixed,clear,3,afternoon,1.26,0,32,0,8.6,90.4,0
medicine,normal,24.02,1,mixed,clear,3,evening,8.08,1,95,0,57.8,81.1,0
agricultural_supplies,high,12.44,1,paved,clear,5,night,6.23,0,34,0,63.7,34.0,0
medicine,high,21.95,0,paved,rain,1,night,3.67,1,84,0,67.7,52.2,0
agricultural_supplies,normal,28.34,1,paved,fog,4,evening,2.0,1,30,0,46.0,94.2,1
documents,normal,7.12,1,unpaved,clear,1,afternoon,3.66,5,51,0,34.2,32.2,1
electronics,high,3.87,1,paved,rain,5,afternoon,0.91,3,52,0,49.5,26.3,1
medicine,normal,24.03,1,paved,clear,4,morning,4.59,1,88,0,65.6,68.7,0
medicine,high,11.8,0,paved,clear,2,morning,2.39,4,39,0,71.3,22.7,0
agricultural_supplies,normal,1.68,0,paved,fog,1,evening,5.6,1,93,0,29.7,5.2,0
medicine,normal,3.84,1,mixed,clear,4,evening,4.82,0,60,0,64.7,21.5,0
medicine,high,4.25,0,paved,rain,5,afternoon,3.76,2,50,0,73.9,14.5,0
medicine,low,35.54,1,unpaved,fog,2,afternoon,6.33,1,49,0,44.7,180.7,1
electronics,normal,2.97,0,paved,rain,2,evening,2.85,2,85,0,16.6,9.1,0
medicine,normal,9.02,1,mixed,clear,4,evening,6.12,1,69,0,69.7,29.1,0
electronics,normal,5.33,0,paved,clear,2,afternoon,15.52,0,21,0,26.7,9.5,1
medicine,normal,4.31,0,paved,clear,3,afternoon,3.47,3,43,0,59.9,11.4,0
groceries,emergency,2.33,0,paved,clear,2,morning,2.0,2,72,0,59.1,10.3,0
documents,normal,3.3,0,mixed,rain,3,night,9.74,1,44,0,28.5,12.2,0
medicine,normal,1.22,0,paved,rain,5,evening,2.28,1,94,1,65.7,7.1,0
documents,high,14.1,0,mixed,fog,5,afternoon,6.74,3,52,0,40.0,64.5,1
groceries,high,41.04,1,mixed,rain,3,night,7.54,0,67,0,53.2,166.6,0
groceries,normal,6.66,0,paved,rain,1,morning,11.88,0,79,0,24.5,8.6,0
medicine,high,15.76,0,paved,clear,2,morning,3.05,0,68,1,80.8,27.7,0
groceries,low,2.61,0,unpaved,fog,4,night,4.2,3,75,0,4.5,13.0,1
electronics,emergency,42.46,0,paved,fog,4,morning,0.68,1,46,0,49.9,142.6,0
documents,normal,3.57,1,unpaved,clear,5,morning,3.97,0,66,0,41.5,25.3,1
agricultural_supplies,normal,10.99,0,paved,rain,1,afternoon,11.38,2,83,1,31.9,27.7,0
medicine,high,5.79,0,paved,fog,2,evening,6.4,0,61,1,76.1,19.6,0
agricultural_supplies,normal,27.21,0,paved,clear,1,afternoon,1.8,1,50,1,48.3,52.4,0
agricultural_supplies,normal,10.65,0,paved,clear,3,night,3.56,2,73,0,30.9,24.8,0
clothing,low,16.33,0,paved,fog,4,afternoon,1.72,3,81,0,4.3,58.6,1
electronics,high,16.6,1,unpaved,clear,2,night,1.05,1,74,0,36.5,64.0,0
groceries,high,3.7,0,paved,clear,4,evening,5.1,2,99,1,49.3,10.8,0
agricultural_supplies,low,10.24,1,unpaved,clear,5,night,5.24,1,27,0,29.4,56.4,1
documents,low,1.94,0,paved,storm,2,evening,4.23,1,92,0,12.4,8.0,1
medicine,normal,5.88,0,paved,clear,2,morning,1.54,2,44,0,62.0,8.5,0
agricultural_supplies,low,13.81,0,unpaved,clear,1,afternoon,4.61,1,48,0,12.7,49.0,0
documents,high,2.09,1,unpaved,clear,1,morning,4.98,1,82,0,49.0,15.0,0
medicine,high,28.86,0,paved,fog,3,morning,1.32,2,42,0,70.3,88.5,0
clothing,normal,14.04,0,paved,clear,5,afternoon,1.26,3,30,0,22.8,38.9,1
groceries,normal,14.59,0,paved,rain,3,evening,1.53,1,76,1,26.2,40.4,0
groceries,normal,2.74,0,paved,clear,2,morning,0.78,2,41,0,19.6,9.4,0
medicine,high,11.16,1,unpaved,storm,2,night,4.3,2,48,0,83.0,69.3,1
agricultural_supplies,normal,17.21,1,unpaved,rain,2,morning,1.25,1,28,0,44.8,84.5,0
groceries,normal,9.27,0,paved,clear,1,afternoon,1.63,1,88,0,30.0,19.3,0
agricultural_supplies,normal,1.05,0,paved,clear,5,night,2.52,0,85,0,36.6,5.5,0
agricultural_supplies,high,7.83,1,mixed,rain,2,afternoon,4.43,1,44,0,54.4,31.8,0
medicine,emergency,10.42,0,paved,rain,2,night,9.2,2,99,0,89.0,20.9,0
electronics,normal,4.85,0,unpaved,fog,1,afternoon,1.25,1,96,0,12.0,20.3,1
medicine,normal,1.71,0,paved,clear,3,night,3.64,2,78,0,60.3,6.3,0
electronics,emergency,11.92,1,mixed,fog,2,afternoon,3.37,0,85,0,64.8,47.7,0
documents,normal,6.94,0,paved,clear,4,morning,1.36,2,50,0,37.9,13.1,0
groceries,emergency,13.06,0,mixed,fog,2,afternoon,0.79,1,85,0,50.7,46.0,1
groceries,normal,5.02,0,paved,clear,2,night,2.19,0,93,0,26.4,10.5,0
electronics,normal,28.72,1,unpaved,clear,2,night,2.41,1,82,0,32.8,112.7,1
groceries,normal,20.38,0,mixed,clear,3,night,5.71,0,94,0,24.8,69.8,0
agricultural_supplies,high,10.57,1,unpaved,clear,2,afternoon,3.87,1,96,0,48.2,47.8,1
electronics,normal,1.06,0,paved,storm,5,afternoon,6.88,0,85,0,26.0,5.0,0
groceries,normal,9.53,0,mixed,fog,2,evening,10.44,3,34,0,19.9,36.1,1
groceries,high,22.12,1,paved,clear,4,morning,4.16,1,35,0,49.4,62.5,0
groceries,high,3.09,1,unpaved,clear,2,morning,2.11,1,76,0,51.3,20.2,0
medicine,high,4.43,0,paved,rain,3,morning,5.67,2,98,0,65.8,12.8,0
medicine,high,5.01,0,paved,clear,4,afternoon,2.48,2,83,0,61.6,16.8,0
agricultural_supplies,low,8.12,1,paved,clear,1,afternoon,6.62,1,35,0,27.5,18.6,0
clothing,normal,5.95,0,paved,fog,1,night,11.48,1,82,0,13.6,22.0,0
groceries,high,7.8,0,paved,clear,3,evening,3.31,1,29,0,39.0,19.8,0
medicine,low,39.34,1,paved,clear,2,morning,4.75,2,98,0,48.4,85.9,0
groceries,low,15.49,0,unpaved,clear,3,afternoon,3.62,1,90,1,15.1,66.6,1
agricultural_supplies,low,30.98,0,mixed,rain,2,evening,2.44,0,54,0,28.5,107.1,0
medicine,normal,13.79,0,paved,rain,3,evening,7.26,1,70,0,50.5,33.5,0
groceries,normal,27.15,0,unpaved,clear,2,morning,3.35,2,93,0,15.6,92.9,0
medicine,normal,30.51,0,unpaved,rain,3,evening,1.57,0,75,0,51.3,150.2,1
electronics,normal,18.14,0,mixed,fog,5,night,4.45,0,36,1,31.5,85.1,0
groceries,high,43.93,1,paved,fog,2,evening,3.27,1,79,0,46.9,127.6,1
agricultural_supplies,emergency,19.15,0,paved,rain,5,afternoon,3.25,0,23,1,67.6,64.8,0
documents,normal,10.64,0,paved,rain,5,morning,1.72,0,75,0,24.0,28.5,0
agricultural_supplies,low,2.58,0,paved,clear,1,afternoon,2.42,0,96,0,11.8,7.0,0
groceries,emergency,23.18,1,paved,clear,1,morning,4.11,1,79,0,55.8,53.1,0
medicine,normal,16.02,0,paved,clear,2,evening,1.22,0,39,0,51.4,42.0,0
clothing,low,3.58,0,unpaved,clear,1,evening,0.28,0,71,0,5.4,14.4,0
groceries,high,9.06,0,paved,clear,5,evening,4.18,0,99,0,45.4,26.9,0
documents,emergency,3.63,1,mixed,clear,4,evening,3.16,1,80,0,73.0,17.7,0
groceries,normal,5.25,0,paved,clear,5,evening,7.25,3,50,0,28.7,21.8,0
medicine,high,10.23,0,paved,clear,3,afternoon,1.22,2,88,0,74.1,19.1,1
groceries,low,2.13,0,paved,clear,3,morning,5.83,0,51,0,10.0,7.4,0
groceries,normal,8.6,0,paved,clear,2,night,1.4,2,86,0,26.5,15.3,0
medicine,normal,1.94,0,paved,clear,3,evening,0.66,0,45,0,56.9,7.2,0
agricultural_supplies,emergency,12.23,0,paved,clear,1,afternoon,5.53,1,31,0,61.9,17.2,0
agricultural_supplies,low,25.56,0,paved,clear,2,night,0.38,1,32,0,14.6,56.4,0
electronics,high,2.39,0,paved,clear,2,night,2.41,2,88,0,38.4,7.9,0
groceries,high,10.89,0,paved,clear,2,evening,0.31,2,28,0,37.2,25.9,0
groceries,high,7.69,0,paved,rain,3,morning,4.77,1,28,0,42.2,23.7,0
groceries,high,40.03,0,paved,fog,4,evening,3.79,2,46,0,33.4,142.6,0
agricultural_supplies,high,2.44,1,unpaved,storm,1,afternoon,2.31,2,83,0,59.3,25.9,1
documents,high,14.37,0,paved,clear,1,night,1.62,1,25,1,58.8,25.7,0
groceries,high,5.36,0,unpaved,clear,2,morning,1.32,1,72,0,40.8,18.5,1
groceries,normal,5.64,1,mixed,clear,5,night,4.73,2,69,0,28.7,23.0,0
electronics,high,22.83,1,mixed,clear,5,evening,6.42,0,74,0,46.7,88.4,0
electronics,low,5.62,0,paved,clear,3,morning,4.83,0,60,0,8.6,13.5,0
agricultural_supplies,normal,6.31,0,paved,rain,5,evening,1.92,4,24,0,35.6,30.9,0
electronics,low,18.54,1,paved,clear,1,morning,5.05,1,99,0,8.5,43.6,0
groceries,low,1.38,0,unpaved,clear,1,morning,1.87,1,42,0,0.0,5.0,0
documents,normal,33.05,0,unpaved,fog,3,morning,3.52,0,91,0,30.7,180.2,1
electronics,normal,16.58,0,paved,rain,2,evening,2.52,0,80,0,11.6,40.2,0
clothing,low,7.65,0,unpaved,clear,5,afternoon,3.05,0,62,0,4.7,40.4,1
groceries,normal,2.3,1,unpaved,rain,1,morning,1.13,1,54,0,26.8,15.1,1
groceries,normal,5.06,0,paved,storm,5,morning,1.41,3,47,1,39.0,23.0,1
groceries,low,2.58,1,paved,clear,5,evening,5.58,0,79,0,20.2,5.0,0
electronics,normal,13.71,0,paved,fog,2,evening,4.66,1,63,0,29.7,34.0,0
agricultural_supplies,low,8.3,1,unpaved,clear,1,afternoon,5.8,2,73,0,23.5,36.4,0
agricultural_supplies,normal,9.21,0,paved,clear,1,evening,6.73,1,26,0,36.6,20.9,0
agricultural_supplies,low,7.87,0,paved,clear,2,evening,0.68,1,96,0,15.6,11.5,0
medicine,normal,20.41,0,paved,rain,5,afternoon,0.64,0,71,0,60.4,67.3,0
medicine,normal,5.15,1,paved,rain,3,evening,9.47,3,64,0,73.8,15.8,0
medicine,emergency,4.62,1,mixed,rain,1,night,5.01,2,25,0,93.4,16.2,0
clothing,low,2.88,1,mixed,fog,2,evening,2.01,1,45,0,24.2,17.2,0
medicine,high,5.54,0,paved,clear,5,evening,4.06,0,45,1,77.0,14.7,0
medicine,normal,20.6,1,mixed,clear,4,night,0.54,2,48,0,67.8,74.0,0
documents,normal,4.61,0,unpaved,rain,2,afternoon,12.03,1,42,0,22.9,24.3,0
agricultural_supplies,normal,13.15,0,paved,rain,2,afternoon,3.41,2,22,0,27.2,44.0,0
medicine,high,21.69,0,paved,clear,1,morning,5.45,2,29,0,69.7,39.0,0
agricultural_supplies,normal,8.66,1,unpaved,clear,1,night,2.31,2,27,0,56.9,29.1,0
documents,low,41.45,0,paved,clear,1,night,5.61,1,45,0,5.9,75.8,0
electronics,emergency,37.3,0,unpaved,rain,1,night,4.48,1,89,0,61.5,146.6,0
documents,low,3.54,0,paved,rain,2,night,4.58,0,87,1,19.6,11.4,0
clothing,low,19.53,0,paved,clear,2,evening,1.1,4,58,0,2.2,43.5,0
documents,normal,14.73,0,paved,fog,3,afternoon,8.11,1,29,0,29.5,45.4,0
electronics,high,2.31,1,mixed,clear,2,afternoon,1.63,3,60,1,53.4,11.8,0
groceries,high,29.86,1,paved,clear,1,evening,5.01,0,29,0,45.8,59.9,0
groceries,high,7.03,0,paved,clear,5,morning,5.62,2,52,1,53.6,14.8,0
medicine,normal,3.06,0,unpaved,clear,4,night,2.47,1,31,0,52.5,10.5,0
electronics,emergency,18.2,0,paved,clear,1,morning,2.25,0,51,0,56.9,29.9,0
clothing,normal,14.22,0,paved,rain,4,night,9.95,0,55,0,16.9,47.5,0
agricultural_supplies,low,3.43,1,paved,rain,2,evening,3.9,2,97,0,22.9,15.9,0
groceries,low,16.4,1,mixed,clear,5,afternoon,4.48,2,55,0,20.9,60.8,0
clothing,low,22.16,1,paved,rain,5,night,6.97,4,45,0,6.2,87.2,1
agricultural_supplies,high,9.2,0,paved,clear,5,afternoon,2.39,2,59,0,51.4,30.8,0
agricultural_supplies,normal,34.96,0,paved,rain,3,night,8.16,0,52,0,43.7,100.0,0
groceries,normal,4.97,0,paved,clear,1,night,7.3,1,57,1,30.2,14.0,0
clothing,normal,10.27,0,paved,clear,3,evening,1.79,1,31,0,28.4,26.7,0
groceries,emergency,18.47,1,mixed,clear,3,night,6.75,3,61,0,60.9,64.9,0
groceries,low,1.02,0,paved,fog,3,evening,4.03,2,99,0,5.5,5.0,1
groceries,high,4.75,1,paved,storm,5,evening,3.99,0,44,1,54.0,28.3,0
groceries,low,13.74,0,paved,rain,1,night,10.46,5,77,0,7.4,34.2,0
documents,normal,7.89,0,paved,clear,1,night,1.96,1,78,0,28.2,12.5,0
medicine,low,32.54,1,mixed,rain,5,morning,3.66,0,80,0,53.6,149.8,0
medicine,normal,7.63,0,paved,fog,5,evening,3.72,0,79,1,58.6,25.9,1
clothing,normal,4.49,1,mixed,clear,5,morning,6.38,1,25,0,38.6,20.5,0
clothing,emergency,2.2,0,paved,clear,2,evening,5.31,0,72,0,50.1,8.6,0
clothing,normal,9.65,1,unpaved,clear,4,night,5.11,0,68,0,37.4,43.1,1
agricultural_supplies,high,3.24,1,unpaved,storm,3,evening,1.87,3,99,0,55.6,26.1,1
clothing,normal,3.92,0,paved,clear,1,morning,1.1,3,47,0,23.1,6.7,0
electronics,normal,9.82,1,unpaved,rain,2,night,9.76,1,75,0,29.9,53.3,0
documents,emergency,2.23,0,paved,fog,3,night,2.47,1,53,0,50.7,5.0,0
groceries,high,10.38,1,mixed,clear,3,afternoon,0.16,2,23,0,36.2,43.2,0
clothing,low,3.63,0,paved,clear,2,morning,3.02,1,35,1,14.3,7.7,0
medicine,low,9.62,0,paved,clear,2,evening,3.41,1,39,1,56.0,16.8,0
groceries,normal,9.9,0,unpaved,clear,4,afternoon,1.34,1,91,0,26.7,43.2,1
groceries,normal,9.42,1,unpaved,clear,5,afternoon,6.45,4,63,0,32.9,53.0,1
groceries,normal,25.09,1,unpaved,clear,2,night,1.66,0,93,0,22.0,92.1,1
medicine,low,11.72,0,paved,clear,2,morning,3.91,1,86,0,40.9,26.4,0
agricultural_supplies,high,6.38,0,paved,rain,5,afternoon,5.23,1,41,0,52.5,22.2,0
medicine,normal,15.64,0,paved,clear,4,evening,7.54,1,48,0,52.5,26.3,0
clothing,high,1.71,0,unpaved,clear,2,night,3.97,0,63,0,35.2,6.1,1
groceries,high,1.5,0,paved,clear,3,afternoon,4.73,2,55,0,30.2,5.0,0
documents,high,2.76,0,paved,clear,1,morning,6.38,1,81,0,35.8,9.6,0
agricultural_supplies,normal,5.26,0,paved,clear,4,afternoon,1.93,3,68,0,27.7,13.1,1
electronics,high,24.68,1,paved,rain,3,night,7.33,2,66,0,46.6,80.2,0
documents,low,21.41,1,mixed,fog,4,afternoon,2.25,0,34,0,20.0,95.5,1
groceries,normal,9.39,0,mixed,clear,4,morning,2.63,1,69,0,30.3,36.3,0
documents,high,19.0,1,paved,clear,1,morning,8.86,3,62,0,55.3,36.9,0
medicine,emergency,7.0,0,paved,rain,2,afternoon,1.32,1,65,1,100.0,21.7,0
agricultural_supplies,emergency,4.38,0,paved,rain,2,evening,4.6,1,34,0,64.6,10.6,0
electronics,high,11.76,1,unpaved,clear,1,night,0.72,1,96,0,49.3,48.1,0
clothing,normal,10.67,0,paved,clear,4,night,4.3,0,23,0,25.2,27.6,0
medicine,emergency,2.37,1,mixed,clear,5,morning,11.61,0,39,0,90.1,14.7,0
documents,normal,13.93,1,paved,rain,1,afternoon,3.61,2,61,1,43.5,44.0,0
groceries,low,1.51,0,paved,clear,5,night,0.18,3,40,1,18.3,5.0,0
medicine,normal,11.16,1,unpaved,rain,3,afternoon,1.45,1,58,1,66.2,62.7,1
agricultural_supplies,low,21.89,0,mixed,clear,2,morning,2.26,1,67,0,25.7,64.6,0
agricultural_supplies,high,7.98,1,unpaved,storm,4,night,3.04,0,29,0,55.8,71.3,1
groceries,low,34.09,0,paved,rain,3,evening,1.83,0,84,0,10.1,92.4,0
clothing,high,4.28,0,paved,clear,4,evening,5.57,1,58,1,52.3,12.7,0
groceries,normal,15.85,1,paved,rain,4,afternoon,4.11,1,37,1,48.4,64.8,0
medicine,low,13.03,0,paved,clear,2,afternoon,2.01,2,61,0,42.7,23.3,0
electronics,low,33.49,0,paved,clear,2,morning,0.32,0,24,0,8.4,73.6,0
clothing,normal,11.71,1,paved,clear,1,evening,2.41,2,60,1,34.9,29.2,0
medicine,high,39.6,1,unpaved,fog,4,afternoon,3.42,0,86,0,85.4,237.1,1
documents,emergency,1.8,0,paved,clear,3,evening,5.75,1,96,0,53.6,7.8,0
groceries,high,8.75,0,mixed,clear,2,night,3.13,2,32,0,37.9,19.6,0
groceries,normal,3.51,0,paved,rain,4,night,5.3,2,46,0,24.9,10.6,0
electronics,high,13.04,1,paved,clear,5,morning,2.3,2,75,0,42.2,42.2,0
medicine,low,7.49,1,mixed,clear,2,morning,5.5,1,32,0,57.4,35.2,0
documents,emergency,26.02,1,mixed,clear,4,morning,7.54,1,45,0,66.9,89.8,0
groceries,normal,15.97,0,mixed,rain,3,night,1.0,2,99,0,19.3,58.0,0
agricultural_supplies,high,18.42,0,unpaved,clear,5,morning,3.9,2,28,0,48.3,88.2,1
clothing,high,2.43,0,mixed,clear,4,morning,4.9,3,57,0,36.3,10.2,0
groceries,normal,8.03,1,mixed,clear,4,night,17.4,1,82,0,31.5,34.2,0
groceries,normal,26.11,1,paved,clear,5,morning,9.6,1,46,0,36.0,76.9,0
groceries,low,23.11,0,paved,clear,1,morning,3.68,1,68,0,5.0,41.3,0
electronics,normal,10.0,0,mixed,clear,1,morning,5.77,2,76,0,18.6,31.9,0
medicine,low,8.31,0,unpaved,clear,4,morning,1.41,1,41,0,45.9,33.4,0
clothing,high,5.36,1,paved,rain,4,morning,0.55,2,42,0,32.9,19.6,0
medicine,normal,11.81,1,unpaved,clear,2,morning,7.07,0,67,1,79.1,47.8,0
medicine,normal,3.37,1,unpaved,clear,2,evening,10.07,2,26,0,65.6,17.6,0
medicine,emergency,2.84,0,mixed,clear,4,afternoon,0.93,0,32,0,89.3,10.1,0
medicine,normal,27.58,0,mixed,fog,2,afternoon,2.31,0,94,0,52.2,97.9,0
groceries,normal,8.6,0,paved,clear,2,afternoon,1.35,1,61,0,29.3,24.3,0
agricultural_supplies,high,11.47,0,paved,rain,2,morning,7.41,1,74,0,47.0,29.9,0
groceries,high,17.3,0,paved,clear,3,morning,1.81,2,85,0,37.3,37.8,0
groceries,normal,9.26,0,paved,clear,1,night,1.99,3,58,0,25.5,13.6,0
documents,low,49.68,1,unpaved,fog,1,night,2.73,1,22,0,15.3,222.6,1
groceries,emergency,38.64,1,unpaved,clear,5,evening,6.08,3,59,0,59.8,183.9,1
clothing,high,10.08,0,paved,clear,4,afternoon,11.05,3,25,0,33.0,22.1,0
medicine,normal,17.38,0,paved,rain,5,evening,10.77,0,40,0,52.9,59.8,0
electronics,normal,5.73,1,paved,fog,4,morning,3.22,0,20,0,33.7,24.4,1
groceries,high,7.68,0,paved,rain,3,morning,5.04,2,99,0,41.1,14.2,0
electronics,low,24.56,0,paved,clear,5,afternoon,1.83,2,69,0,1.6,64.5,0
groceries,normal,11.28,0,paved,clear,4,night,5.5,1,22,0,27.0,30.4,0
groceries,high,19.87,0,paved,fog,5,afternoon,3.28,0,95,0,33.1,75.7,1
medicine,high,13.84,1,unpaved,rain,5,night,2.91,0,38,0,71.3,78.9,1
medicine,normal,2.35,1,paved,clear,1,night,4.09,0,20,0,61.5,10.0,0
medicine,normal,9.66,0,mixed,rain,3,night,5.68,1,44,0,51.4,39.5,0
documents,normal,2.44,1,paved,rain,2,morning,5.84,1,93,1,53.2,12.3,0
documents,high,11.26,0,paved,clear,4,morning,5.7,0,35,0,42.9,31.8,0
agricultural_supplies,emergency,5.18,1,paved,clear,1,morning,7.53,2,90,0,64.2,6.6,0
medicine,normal,6.48,0,paved,fog,1,morning,0.93,0,77,0,53.4,13.5,0
electronics,low,1.72,0,unpaved,clear,1,night,6.49,3,67,0,10.9,9.3,1
clothing,high,1.51,0,paved,clear,5,afternoon,2.13,2,35,0,33.5,5.0,0
groceries,low,4.68,1,unpaved,fog,5,morning,2.14,2,35,0,16.9,33.2,1
clothing,high,17.6,1,paved,clear,4,morning,1.39,0,72,0,43.7,53.1,0
electronics,normal,20.14,0,paved,rain,5,morning,3.65,2,85,0,27.7,65.9,0
groceries,normal,11.07,1,mixed,rain,4,afternoon,4.38,3,58,0,23.5,53.2,0
groceries,normal,21.49,0,mixed,storm,2,morning,8.04,0,74,0,25.1,106.2,0
agricultural_supplies,high,11.93,0,paved,rain,5,morning,2.96,3,53,0,42.7,44.8,0
groceries,normal,45.54,1,mixed,fog,3,evening,4.35,4,65,0,36.0,196.7,1
documents,normal,9.93,0,paved,rain,2,evening,8.22,0,74,0,24.3,24.7,0
agricultural_supplies,normal,27.94,1,mixed,rain,4,afternoon,7.13,2,66,1,57.8,128.6,0
medicine,normal,16.11,0,unpaved,clear,4,night,12.59,2,93,0,49.6,65.8,1
electronics,normal,3.85,0,paved,clear,3,evening,5.51,1,34,0,22.2,5.6,0
medicine,low,27.56,1,paved,rain,2,afternoon,2.5,1,83,0,44.9,77.6,0
agricultural_supplies,high,1.81,0,paved,fog,5,night,2.72,0,51,0,53.8,7.0,1
groceries,normal,1.66,1,unpaved,clear,3,morning,2.73,3,41,1,39.9,7.5,1
groceries,normal,2.81,0,paved,clear,5,evening,0.29,1,59,0,28.1,5.0,0
groceries,low,2.22,0,paved,clear,5,night,2.63,1,62,0,12.1,5.0,0
agricultural_supplies,normal,40.23,1,unpaved,rain,5,morning,4.65,6,52,0,37.9,235.5,1
agricultural_supplies,normal,8.69,1,unpaved,clear,4,night,2.53,2,79,0,39.5,47.0,1
electronics,low,8.74,0,paved,fog,4,afternoon,5.77,1,43,0,9.3,29.3,0
electronics,high,2.05,1,unpaved,rain,1,evening,2.9,0,82,1,53.2,11.4,1
agricultural_supplies,high,9.24,0,paved,clear,5,morning,7.51,2,45,0,43.6,24.7,0
electronics,low,5.57,1,unpaved,fog,4,morning,4.29,0,26,0,12.9,40.9,1
clothing,low,1.57,0,paved,clear,2,morning,2.82,0,72,0,0.0,13.9,0
groceries,normal,4.5,1,paved,clear,2,afternoon,1.39,0,40,0,25.1,19.5,0
medicine,emergency,77.37,1,paved,clear,2,afternoon,3.1,4,91,0,100.0,167.8,0
agricultural_supplies,normal,1.9,1,unpaved,clear,4,evening,4.23,3,57,0,36.5,8.2,1
documents,normal,3.42,0,paved,rain,2,morning,3.92,1,54,0,30.0,7.4,0
medicine,emergency,25.33,1,mixed,clear,2,morning,3.57,0,93,0,87.9,67.5,0
documents,normal,7.12,1,unpaved,rain,4,afternoon,6.06,0,60,0,33.6,46.4,1
agricultural_supplies,high,2.03,0,paved,clear,3,night,2.97,0,57,0,51.3,6.6,0
agricultural_supplies,emergency,14.32,1,unpaved,rain,3,evening,1.52,0,80,0,75.9,77.7,0
clothing,normal,61.95,1,mixed,rain,1,afternoon,9.08,1,48,0,27.6,193.4,0
medicine,normal,15.29,1,paved,clear,3,afternoon,3.25,3,73,0,64.1,40.3,0
groceries,high,18.61,0,paved,rain,2,night,2.85,1,61,0,40.2,54.6,0
electronics,high,8.45,1,mixed,clear,1,morning,7.0,2,74,0,45.7,25.7,0
clothing,high,5.81,0,paved,storm,5,afternoon,4.55,2,83,0,33.2,33.0,1
medicine,normal,24.05,0,paved,rain,5,morning,4.49,4,92,1,65.8,82.0,0
medicine,normal,7.17,0,paved,rain,4,evening,5.63,1,69,0,58.9,24.6,0
electronics,normal,23.4,0,paved,fog,3,night,3.05,1,50,0,20.9,74.7,1
groceries,low,28.12,1,paved,rain,3,morning,15.09,0,25,0,12.9,84.8,0
electronics,low,36.67,0,paved,fog,3,morning,3.76,0,33,1,22.1,116.4,0
